Chromosome,Start,End,Feature
Chr1,268136319,268136501,CDS
Chr1,268140072,268140380,CDS
Chr1,268141090,268141248,CDS
Chr1,268142039,268142167,CDS
Chr1,268143584,268143784,CDS
Chr1,268145208,268145285,CDS
Chr1,268145397,268145906,CDS
Chr1,268150752,268150886,CDS
Chr1,268152251,268152640,CDS
Chr1,102673460,102673516,CDS
Chr1,102777407,102777568,CDS
Chr1,133113697,133113828,CDS
Chr1,133111783,133112037,CDS
Chr1,132840171,132840302,CDS
Chr1,132846035,132846430,CDS
Chr1,132855648,132855707,CDS
Chr1,102157662,102157721,CDS
Chr1,102158490,102158639,CDS
Chr1,102159107,102159199,CDS
Chr1,102160683,102160793,CDS
Chr1,102161715,102161915,CDS
Chr1,102163334,102163618,CDS
Chr1,102165958,102166137,CDS
Chr1,31992398,31993411,CDS
Chr1,196788319,196788390,CDS
Chr1,196713222,196713251,CDS
Chr1,196685366,196685437,CDS
Chr1,196619434,196619541,CDS
Chr1,243463646,243463780,CDS
Chr1,243462850,243462966,CDS
Chr1,243460015,243460698,CDS
Chr1,243453561,243453779,CDS
Chr1,243453349,243453480,CDS
Chr1,243450238,243450360,CDS
Chr1,243447378,243447446,CDS
Chr1,243443816,243443926,CDS
Chr1,243438860,243439018,CDS
Chr1,243437538,243437735,CDS
Chr1,218736108,218736170,CDS
Chr1,218821356,218821451,CDS
Chr1,143748388,143748558,CDS
Chr1,143640103,143640348,CDS
Chr1,204757136,204757309,CDS
Chr1,204762287,204762403,CDS
Chr1,204784332,204784445,CDS
Chr1,161617613,161617663,CDS
Chr1,161598722,161599015,CDS
Chr1,161598089,161598274,CDS
Chr1,161596589,161596828,CDS
Chr1,161595235,161595378,CDS
Chr1,125392493,125393362,CDS
Chr1,231466028,231466096,CDS
Chr1,231463316,231463375,CDS
Chr1,143806777,143807178,CDS
Chr1,10893359,10893436,CDS
Chr1,10906196,10906519,CDS
Chr1,222100547,222103039,CDS
Chr1,222105813,222106511,CDS
Chr1,222107964,222108023,CDS
Chr1,113420669,113420749,CDS
Chr1,113420257,113420322,CDS
Chr1,173815430,173815507,CDS
Chr1,173881952,173882047,CDS
Chr1,249423060,249423122,CDS
Chr1,249419419,249419574,CDS
Chr1,249400401,249400583,CDS
Chr1,249398963,249399160,CDS
Chr1,249396148,249396270,CDS
Chr1,249395011,249395154,CDS
Chr1,249391622,249391786,CDS
Chr1,99245513,99245557,CDS
Chr1,99339445,99339810,CDS
Chr1,199517338,199517583,CDS
Chr1,199520797,199521039,CDS
Chr1,199697961,199698176,CDS
Chr1,199759777,199759809,CDS
Chr1,100849291,100849422,CDS
Chr1,100726686,100726718,CDS
Chr1,200110062,200110100,CDS
Chr1,200142412,200142588,CDS
Chr1,83208803,83208859,CDS
Chr1,83224921,83225010,CDS
Chr1,243961401,243962996,CDS
Chr1,243951200,243951241,CDS
Chr1,179362233,179362475,CDS
Chr1,179442866,179442991,CDS
Chr1,104962288,104962380,CDS
Chr1,104950567,104950770,CDS
Chr1,161558767,161558814,CDS
Chr1,161577994,161578278,CDS
Chr1,161579462,161579638,CDS
Chr1,161579983,161580225,CDS
Chr1,161582070,161582213,CDS
Chr1,270066875,270068095,CDS
Chr1,261663935,261663994,CDS
Chr1,261604130,261604156,CDS
Chr1,238215315,238215521,CDS
Chr1,238214024,238214125,CDS
Chr1,238211250,238211417,CDS
Chr1,238209810,238209965,CDS
Chr1,238209103,238209150,CDS
Chr1,163091978,163092760,CDS
Chr1,287932948,287933040,CDS
Chr1,287929755,287929868,CDS
Chr1,287928906,287929007,CDS
Chr1,287928132,287928239,CDS
Chr1,205315583,205315672,CDS
Chr1,205214220,205214261,CDS
Chr1,255345709,255345810,CDS
Chr1,255291940,255292077,CDS
Chr1,20260405,20260656,CDS
Chr1,20263873,20264052,CDS
Chr1,20265108,20265200,CDS
Chr1,20266918,20266992,CDS
Chr1,20270074,20270175,CDS
Chr1,20272483,20272599,CDS
Chr1,20274112,20274306,CDS
Chr1,20276042,20276161,CDS
Chr1,20277640,20277834,CDS
Chr1,20279586,20279690,CDS
Chr1,172143565,172143954,CDS
Chr1,135054464,135054517,CDS
Chr1,135131688,135131774,CDS
Chr1,199357078,199357251,CDS
Chr1,199369991,199370257,CDS
Chr1,241444001,241444219,CDS
Chr1,241348167,241348220,CDS
Chr1,199324302,199324547,CDS
Chr1,199337383,199337661,CDS
Chr1,199367473,199367742,CDS
Chr1,199377316,199377600,CDS
Chr1,199470774,199471055,CDS
Chr1,199485608,199485877,CDS
Chr1,199554338,199554664,CDS
Chr1,36564676,36564726,CDS
Chr1,36507404,36507535,CDS
Chr1,236441900,236441956,CDS
Chr1,236472894,236472989,CDS
Chr1,99458089,99458205,CDS
Chr1,99454527,99454598,CDS
Chr1,99452267,99452554,CDS
Chr1,99447649,99447939,CDS
Chr1,99363035,99363085,CDS
Chr1,181072013,181072618,CDS
Chr1,25953743,25953826,CDS
Chr1,26075189,26075239,CDS
Chr1,26075243,26075620,CDS
Chr1,237197673,237198662,CDS
Chr1,235375483,235376163,CDS
Chr1,6511486,6512319,CDS
Chr1,6516475,6516591,CDS
Chr1,6525535,6525645,CDS
Chr1,6527875,6527928,CDS
Chr1,30732417,30732575,CDS
Chr1,30770385,30770417,CDS
Chr1,30780431,30780475,CDS
Chr1,30821599,30821643,CDS
Chr1,23725678,23725824,CDS
Chr1,23827167,23827199,CDS
Chr1,23894146,23894355,CDS
Chr1,88409750,88409821,CDS
Chr1,88366936,88366998,CDS
Chr1,2176018,2176902,CDS
Chr1,2179231,2179674,CDS
Chr1,199299630,199299902,CDS
Chr1,199365878,199366150,CDS
Chr1,199445141,199445386,CDS
Chr1,199506131,199507282,CDS
Chr1,191917576,191918574,CDS
Chr1,80601798,80602139,CDS
Chr1,80670168,80670197,CDS
Chr1,74268130,74268213,CDS
Chr1,74189675,74189821,CDS
Chr1,74186675,74186800,CDS
Chr1,161227664,161227735,CDS
Chr1,161258782,161258895,CDS
Chr1,161260426,161260623,CDS
Chr1,161268393,161268488,CDS
Chr1,161279201,161279422,CDS
Chr1,161284244,161284387,CDS
Chr1,161289976,161290065,CDS
Chr1,161293862,161293930,CDS
Chr1,1939994,1940185,CDS
Chr1,2068054,2068074,CDS
Chr1,9920189,9920275,CDS
Chr1,9906370,9906447,CDS
Chr1,199358175,199358465,CDS
Chr1,270073109,270076627,CDS
Chr1,14454018,14454692,CDS
Chr1,272034583,272034867,CDS
Chr1,136157545,136157730,CDS
Chr1,136172651,136173025,CDS
Chr1,259453604,259453777,CDS
Chr1,259455599,259455922,CDS
Chr1,259458967,259459140,CDS
Chr1,259473901,259474065,CDS
Chr1,190006519,190006560,CDS
Chr1,190004512,190004685,CDS
Chr1,190001113,190001181,CDS
Chr1,189998687,189998878,CDS
Chr1,199376052,199376225,CDS
Chr1,199383544,199383795,CDS
Chr1,278209,278790,CDS
Chr1,109361714,109361755,CDS
Chr1,109482555,109482794,CDS
Chr1,87354939,87355856,CDS
Chr1,288486693,288486779,CDS
Chr1,288481676,288481804,CDS
Chr1,142167897,142168301,CDS
Chr1,296949060,296949218,CDS
Chr1,296951051,296951194,CDS
Chr1,180027220,180027420,CDS
Chr1,180028234,180028518,CDS
Chr1,180029454,180029699,CDS
Chr1,96042674,96042736,CDS
Chr1,96022213,96022401,CDS
Chr1,177644448,177644777,CDS
Chr1,114726805,114726954,CDS
Chr1,114728486,114728539,CDS
Chr1,114730601,114730747,CDS
Chr1,23518744,23519637,CDS
Chr1,23925069,23925206,CDS
Chr1,23933112,23933189,CDS
Chr1,144016863,144016970,CDS
Chr1,144114745,144114783,CDS
Chr1,142547938,142548342,CDS
Chr1,238088550,238088609,CDS
Chr1,237989508,237989594,CDS
Chr1,54353632,54353664,CDS
Chr1,54323369,54323434,CDS
Chr1,287540705,287540854,CDS
Chr1,287503440,287503502,CDS
Chr1,226750567,226750665,CDS
Chr1,226798636,226798746,CDS
Chr1,226803925,226804269,CDS
Chr1,73353287,73353487,CDS
Chr1,73350905,73350979,CDS
Chr1,145652428,145652565,CDS
Chr1,145744465,145744587,CDS
Chr1,24689175,24689276,CDS
Chr1,24746597,24746848,CDS
Chr1,86182166,86182240,CDS
Chr1,86225883,86226026,CDS
Chr1,180839670,180839705,CDS
Chr1,180931213,180931719,CDS
Chr1,103944465,103945289,CDS
Chr1,70285798,70285887,CDS
Chr1,70216742,70216861,CDS
Chr1,163374802,163374939,CDS
Chr1,196131990,196132136,CDS
Chr1,263706869,263706970,CDS
Chr1,263761950,263762042,CDS
Chr1,270069395,270072682,CDS
Chr1,35396357,35396479,CDS
Chr1,35380912,35381055,CDS
Chr1,154062387,154062434,CDS
Chr1,154133508,154134092,CDS
Chr1,143426790,143426888,CDS
Chr1,143302120,143302263,CDS
Chr1,278771053,278771109,CDS
Chr1,278658597,278658779,CDS
Chr1,103980364,103980399,CDS
Chr1,103878442,103879011,CDS
Chr1,2337388,2337471,CDS
Chr1,2338261,2338587,CDS
Chr1,96610014,96610193,CDS
Chr1,96732957,96733016,CDS
Chr1,242521708,242521782,CDS
Chr1,242533470,242533553,CDS
Chr1,242554308,242554523,CDS
Chr1,242555362,242555436,CDS
Chr1,242555989,242556102,CDS
Chr1,242563791,242564012,CDS
Chr1,242564748,242564849,CDS
Chr1,242565639,242565746,CDS
Chr1,242568729,242568908,CDS
Chr1,18559031,18559705,CDS
Chr1,18561492,18561755,CDS
Chr1,18564663,18564815,CDS
Chr1,18570833,18571015,CDS
Chr1,220184939,220185097,CDS
Chr1,220067846,220067872,CDS
Chr1,220052435,220052491,CDS
Chr1,290145010,290145144,CDS
Chr1,290225524,290225658,CDS
Chr1,181732909,181733115,CDS
Chr1,181768498,181768560,CDS
Chr1,181876118,181876183,CDS
Chr1,126906999,126907124,CDS
Chr1,126903795,126903893,CDS
Chr1,126901905,126902294,CDS
Chr1,125845184,125846050,CDS
Chr1,152829500,152829640,CDS
Chr1,152828788,152828976,CDS
Chr1,152822344,152822472,CDS
Chr1,152819556,152819735,CDS
Chr1,152817422,152817781,CDS
Chr1,193550547,193550618,CDS
Chr1,193551802,193552110,CDS
Chr1,193565284,193565331,CDS
Chr1,193575701,193575961,CDS
Chr1,193576956,193577009,CDS
Chr1,193580899,193581033,CDS
Chr1,193581243,193581374,CDS
Chr1,193584025,193584150,CDS
Chr1,193586480,193586593,CDS
Chr1,193587916,193588167,CDS
Chr1,193589786,193589968,CDS
Chr1,193590665,193590778,CDS
Chr1,193593146,193593262,CDS
Chr1,193594000,193594113,CDS
Chr1,193594198,193594311,CDS
Chr1,193596377,193596463,CDS
Chr1,193597551,193597661,CDS
Chr1,193598236,193598349,CDS
Chr1,193598434,193598667,CDS
Chr1,193599997,193600128,CDS
Chr1,193600638,193600787,CDS
Chr1,193601738,193602193,CDS
Chr1,5983451,5983492,CDS
Chr1,6058413,6058616,CDS
Chr1,284929376,284929453,CDS
Chr1,284927293,284927391,CDS
Chr1,284924367,284924435,CDS
Chr1,284923030,284923170,CDS
Chr1,284922298,284922405,CDS
Chr1,284921350,284921484,CDS
Chr1,190226326,190226967,CDS
Chr1,73671059,73671277,CDS
Chr1,73674113,73674289,CDS
Chr1,73674428,73674658,CDS
Chr1,73674748,73674876,CDS
Chr1,73677628,73677843,CDS
Chr1,73678724,73678825,CDS
Chr1,73679399,73679503,CDS
Chr1,73682985,73683185,CDS
Chr1,62368177,62368257,CDS
Chr1,62349494,62349778,CDS
Chr1,249580583,249581023,CDS
Chr1,196056067,196057332,CDS
Chr1,196037924,196038331,CDS
Chr1,131737097,131737174,CDS
Chr1,131760886,131761053,CDS
Chr1,233148757,233148918,CDS
Chr1,233147887,233147946,CDS
Chr1,233146476,233146571,CDS
Chr1,233141633,233141761,CDS
Chr1,108615003,108615128,CDS
Chr1,108510661,108510921,CDS
Chr1,286739150,286739224,CDS
Chr1,286738264,286738335,CDS
Chr1,286731638,286731817,CDS
Chr1,286729899,286730015,CDS
Chr1,286728972,286729214,CDS
Chr1,286728372,286728533,CDS
Chr1,286726888,286726968,CDS
Chr1,286725669,286725758,CDS
Chr1,286725290,286725373,CDS
Chr1,139323888,139323920,CDS
Chr1,139381260,139381403,CDS
Chr1,204901589,204901630,CDS
Chr1,204865914,204866150,CDS
Chr1,204861723,204861974,CDS
Chr1,18896407,18896523,CDS
Chr1,18907823,18908188,CDS
Chr1,104035995,104036054,CDS
Chr1,104103932,104104102,CDS
Chr1,11745067,11745159,CDS
Chr1,11709786,11710049,CDS
Chr1,11708870,11709097,CDS
Chr1,11708091,11708162,CDS
Chr1,11706982,11707209,CDS
Chr1,11704391,11704495,CDS
Chr1,11701234,11701431,CDS
Chr1,11698910,11698960,CDS
Chr1,11698763,11698828,CDS
Chr1,11698182,11698292,CDS
Chr1,11696050,11696220,CDS
Chr1,11683069,11683143,CDS
Chr1,11679481,11679531,CDS
Chr1,266157862,266157987,CDS
Chr1,266150495,266151373,CDS
Chr1,199494364,199494603,CDS
Chr1,199495126,199495416,CDS
Chr1,278589332,278590213,CDS
Chr1,40032129,40032320,CDS
Chr1,40140555,40140644,CDS
Chr1,52548450,52548593,CDS
Chr1,52590738,52590776,CDS
Chr1,33282767,33282967,CDS
Chr1,33404051,33404170,CDS
Chr1,84521777,84522427,CDS
Chr1,289143640,289144275,CDS
Chr1,35438581,35439276,CDS
Chr1,35312592,35312663,CDS
Chr1,91421297,91421356,CDS
Chr1,91424610,91424792,CDS
Chr1,91425507,91425671,CDS
Chr1,91425777,91425887,CDS
Chr1,91428353,91428550,CDS
Chr1,91429563,91429649,CDS
Chr1,91430770,91432041,CDS
Chr1,121793943,121794098,CDS
Chr1,121822820,121822894,CDS
Chr1,32982260,32982328,CDS
Chr1,33017048,33017149,CDS
Chr1,85404605,85404739,CDS
Chr1,85457942,85457971,CDS
Chr1,287061317,287061451,CDS
Chr1,286983649,286983693,CDS
Chr1,35758979,35759092,CDS
Chr1,35793864,35793953,CDS
Chr1,227396619,227396693,CDS
Chr1,227330762,227331130,CDS
Chr1,3217728,3217829,CDS
Chr1,3288359,3288436,CDS
Chr1,17171676,17171750,CDS
Chr1,17170016,17170147,CDS
Chr1,17167891,17168010,CDS
Chr1,17163972,17164112,CDS
Chr1,242758742,242758768,CDS
Chr1,242705130,242705288,CDS
Chr1,226052772,226052915,CDS
Chr1,226069496,226069540,CDS
Chr1,276986717,276986773,CDS
Chr1,276923889,276924059,CDS
Chr1,104377997,104378071,CDS
Chr1,104467515,104467640,CDS
Chr1,42839275,42839337,CDS
Chr1,42716128,42716196,CDS
Chr1,262303062,262303331,CDS
Chr1,262321629,262321715,CDS
Chr1,178142745,178142870,CDS
Chr1,178260794,178260829,CDS
Chr1,1778225,1778449,CDS
Chr1,1797690,1797761,CDS
Chr1,190583670,190583858,CDS
Chr1,190535481,190535513,CDS
Chr1,260388768,260388827,CDS
Chr1,260324283,260324408,CDS
Chr1,242762173,242762397,CDS
Chr1,280082726,280082854,CDS
Chr1,279969579,279969611,CDS
Chr1,287147530,287147568,CDS
Chr1,287051624,287051944,CDS
Chr1,287047642,287047806,CDS
Chr1,287043833,287043892,CDS
Chr1,287042020,287042187,CDS
Chr1,287040308,287040529,CDS
Chr1,287038364,287038681,CDS
Chr1,108740712,108740756,CDS
Chr1,108750924,108751040,CDS
Chr1,239601665,239601727,CDS
Chr1,239564682,239565581,CDS
Chr1,204727149,204727493,CDS
Chr1,241999679,241999747,CDS
Chr1,241901113,241901226,CDS
Chr1,241862182,241862265,CDS
Chr1,145198297,145198938,CDS
Chr1,89208050,89208133,CDS
Chr1,89263465,89263551,CDS
Chr1,169566216,169566254,CDS
Chr1,169581518,169581952,CDS
Chr1,169583302,169583379,CDS
Chr1,169585331,169585462,CDS
Chr1,176458042,176458104,CDS
Chr1,176337505,176337615,CDS
Chr1,250394961,250395221,CDS
Chr1,220310872,220310928,CDS
Chr1,220337332,220337526,CDS
Chr1,80233807,80234175,CDS
Chr1,80303131,80303175,CDS
Chr1,208588409,208588504,CDS
Chr1,208597243,208597332,CDS
Chr1,208599125,208599217,CDS
Chr1,208599325,208599393,CDS
Chr1,208604367,208604417,CDS
Chr1,208605476,208605595,CDS
Chr1,208606805,208606978,CDS
Chr1,208610185,208610277,CDS
Chr1,208610818,208610952,CDS
Chr1,208613946,208614062,CDS
Chr1,208614161,208614220,CDS
Chr1,208616319,208616372,CDS
Chr1,208617197,208617289,CDS
Chr1,208619459,208619515,CDS
Chr1,208623668,208623757,CDS
Chr1,208628325,208628393,CDS
Chr1,208631689,208631883,CDS
Chr1,208633608,208633661,CDS
Chr1,208634842,208634940,CDS
Chr1,208646496,208646573,CDS
Chr1,208646810,208646884,CDS
Chr1,208647877,208647972,CDS
Chr1,111614259,111615632,CDS
Chr1,189665361,189665393,CDS
Chr1,189589930,189590265,CDS
Chr1,261199741,261199815,CDS
Chr1,261192509,261192901,CDS
Chr1,261190134,261190262,CDS
Chr1,261188441,261188632,CDS
Chr1,261187667,261187906,CDS
Chr1,261184442,261184567,CDS
Chr1,261183879,261183956,CDS
Chr1,261182309,261182518,CDS
Chr1,1055012,1055140,CDS
Chr1,1052640,1053368,CDS
Chr1,1051305,1051553,CDS
Chr1,64464261,64464431,CDS
Chr1,64462536,64462610,CDS
Chr1,64457802,64457948,CDS
Chr1,64455866,64455904,CDS
Chr1,64454900,64455010,CDS
Chr1,64451890,64451955,CDS
Chr1,64448858,64448935,CDS
Chr1,64446232,64446354,CDS
Chr1,64445188,64445319,CDS
Chr1,64441908,64442054,CDS
Chr1,64440472,64440621,CDS
Chr1,64439888,64439995,CDS
Chr1,64433624,64433707,CDS
Chr1,64431434,64431625,CDS
Chr1,64427792,64427887,CDS
Chr1,64425450,64425617,CDS
Chr1,73968771,73969289,CDS
Chr1,73967837,73968070,CDS
Chr1,73963607,73963798,CDS
Chr1,73961361,73961453,CDS
Chr1,73960709,73960894,CDS
Chr1,73955566,73955880,CDS
Chr1,73955273,73955419,CDS
Chr1,73950217,73950459,CDS
Chr1,73949554,73949709,CDS
Chr1,73948771,73948863,CDS
Chr1,73947221,73947331,CDS
Chr1,73940347,73940427,CDS
Chr1,271257255,271257788,CDS
Chr1,90673278,90673376,CDS
Chr1,90674187,90674339,CDS
Chr1,90675191,90675349,CDS
Chr1,201369074,201369154,CDS
Chr1,201369446,201369502,CDS
Chr1,10818517,10818627,CDS
Chr1,10928069,10928200,CDS
Chr1,3011341,3011388,CDS
Chr1,2979032,2979223,CDS
Chr1,176136665,176136778,CDS
Chr1,176235637,176235714,CDS
Chr1,294050880,294051068,CDS
Chr1,294140451,294140489,CDS
Chr1,6446533,6446790,CDS
Chr1,75449526,75449564,CDS
Chr1,75348425,75348538,CDS
Chr1,160159227,160159277,CDS
Chr1,160165783,160165836,CDS
Chr1,160225784,160225852,CDS
Chr1,63791811,63791843,CDS
Chr1,63920663,63920785,CDS
Chr1,200225549,200225656,CDS
Chr1,200225326,200225451,CDS
Chr1,200224983,200225177,CDS
Chr1,94163747,94163899,CDS
Chr1,94187825,94188064,CDS
Chr1,94194723,94194902,CDS
Chr1,156900199,156900297,CDS
Chr1,156902529,156902693,CDS
Chr1,156903122,156903280,CDS
Chr1,99667336,99667770,CDS
Chr1,99670161,99670559,CDS
Chr1,204604913,204605077,CDS
Chr1,204600439,204601002,CDS
Chr1,204592623,204592682,CDS
Chr1,204590177,204590221,CDS
Chr1,204575620,204575688,CDS
Chr1,204575052,204575132,CDS
Chr1,204564943,204565014,CDS
Chr1,204563803,204563871,CDS
Chr1,204561379,204561450,CDS
Chr1,204554635,204554673,CDS
Chr1,204552601,204553155,CDS
Chr1,204550133,204550375,CDS
Chr1,204548590,204548748,CDS
Chr1,204547665,204547862,CDS
Chr1,243905969,243906196,CDS
Chr1,244018662,244018685,CDS
Chr1,63265012,63265044,CDS
Chr1,63294193,63294282,CDS
Chr1,63071723,63071767,CDS
Chr1,62961990,62964413,CDS
Chr1,261002020,261002583,CDS
Chr1,260977989,260978123,CDS
Chr1,204375601,204375666,CDS
Chr1,204375078,204375182,CDS
Chr1,204369202,204369375,CDS
Chr1,204368280,204368399,CDS
Chr1,204368105,204368194,CDS
Chr1,204366363,204366431,CDS
Chr1,204362368,204362508,CDS
Chr1,204361384,204361566,CDS
Chr1,204360611,204360742,CDS
Chr1,204351849,204351920,CDS
Chr1,16140301,16140348,CDS
Chr1,16122653,16122748,CDS
Chr1,133169728,133169838,CDS
Chr1,133156982,133157284,CDS
Chr1,6572756,6573226,CDS
Chr1,6606758,6606826,CDS
Chr1,200157273,200157320,CDS
Chr1,200158250,200158525,CDS
Chr1,101495024,101495221,CDS
Chr1,101505851,101505880,CDS
Chr1,168716607,168716828,CDS
Chr1,168716982,168717740,CDS
Chr1,168717983,168718309,CDS
Chr1,168718313,168718594,CDS
Chr1,1000690,1000734,CDS
Chr1,1032411,1032698,CDS
Chr1,103129715,103129741,CDS
Chr1,103070915,103071043,CDS
Chr1,140436339,140436458,CDS
Chr1,140478207,140478269,CDS
Chr1,20367862,20367942,CDS
Chr1,20473044,20473736,CDS
Chr1,33144826,33144924,CDS
Chr1,33148198,33148404,CDS
Chr1,33148946,33149149,CDS
Chr2,208309931,208310002,CDS
Chr2,208318441,208318551,CDS
Chr2,151685168,151685563,CDS
Chr2,137736785,137737072,CDS
Chr2,137731237,137731530,CDS
Chr2,15136995,15137156,CDS
Chr2,15138304,15138513,CDS
Chr2,15141987,15142067,CDS
Chr2,15144578,15145066,CDS
Chr2,120397379,120397438,CDS
Chr2,120330790,120331089,CDS
Chr2,120329844,120330020,CDS
Chr2,120328874,120329116,CDS
Chr2,120326912,120327055,CDS
Chr2,101608019,101608144,CDS
Chr2,101610092,101610298,CDS
Chr2,101610646,101610783,CDS
Chr2,101611701,101611817,CDS
Chr2,101612939,101613082,CDS
Chr2,101614753,101614824,CDS
Chr2,101616673,101616759,CDS
Chr2,101618693,101618872,CDS
Chr2,101619366,101619968,CDS
Chr2,53416159,53416224,CDS
Chr2,53406275,53406301,CDS
Chr2,232800025,232800066,CDS
Chr2,232797260,232797391,CDS
Chr2,232796269,232796424,CDS
Chr2,230005341,230005403,CDS
Chr2,229957039,229957167,CDS
Chr2,229839181,229839261,CDS
Chr2,20799442,20799510,CDS
Chr2,20853951,20854043,CDS
Chr2,181168171,181168269,CDS
Chr2,181287639,181287815,CDS
Chr2,181328683,181328751,CDS
Chr2,181351256,181351456,CDS
Chr2,181359263,181359433,CDS
Chr2,181360037,181360156,CDS
Chr2,181370829,181371284,CDS
Chr2,213455160,213455369,CDS
Chr2,213566056,213566265,CDS
Chr2,31025850,31025972,CDS
Chr2,31024877,31025002,CDS
Chr2,31023121,31023246,CDS
Chr2,31019273,31019383,CDS
Chr2,31015586,31015636,CDS
Chr2,31012803,31012898,CDS
Chr2,31011268,31011336,CDS
Chr2,31010940,31011020,CDS
Chr2,31009343,31009396,CDS
Chr2,31008139,31008252,CDS
Chr2,31006816,31006887,CDS
Chr2,30994689,30994754,CDS
Chr2,117183086,117183193,CDS
Chr2,117288920,117289042,CDS
Chr2,116350477,116350509,CDS
Chr2,116292820,116292882,CDS
Chr2,254915190,254915324,CDS
Chr2,254915779,254915865,CDS
Chr2,254917931,254918176,CDS
Chr2,254919750,254919872,CDS
Chr2,54266534,54266617,CDS
Chr2,54262325,54262405,CDS
Chr2,34374257,34374400,CDS
Chr2,56817433,56817492,CDS
Chr2,56934306,56934482,CDS
Chr2,66754913,66755227,CDS
Chr2,55139894,55139932,CDS
Chr2,55077954,55078736,CDS
Chr2,29638565,29640166,CDS
Chr2,95283689,95283751,CDS
Chr2,95212230,95212379,CDS
Chr2,106162704,106162733,CDS
Chr2,106246097,106246159,CDS
Chr2,28639634,28640590,CDS
Chr2,65992907,65993167,CDS
Chr2,254959561,254959593,CDS
Chr2,254893355,254893636,CDS
Chr2,140734807,140735280,CDS
Chr2,140754468,140754497,CDS
Chr2,140859834,140860019,CDS
Chr2,193046000,193046623,CDS
Chr2,76024771,76024932,CDS
Chr2,75973598,75973636,CDS
Chr2,148839865,148840386,CDS
Chr2,39689109,39689231,CDS
Chr2,39764195,39764269,CDS
Chr2,39397255,39397440,CDS
Chr2,39460767,39460820,CDS
Chr2,11150516,11150572,CDS
Chr2,11173440,11173481,CDS
Chr2,167694380,167694445,CDS
Chr2,167589352,167589645,CDS
Chr2,2573768,2573875,CDS
Chr2,2575825,2575959,CDS
Chr2,2576522,2576665,CDS
Chr2,2578531,2578782,CDS
Chr2,2579469,2579582,CDS
Chr2,180729176,180729244,CDS
Chr2,180725752,180725799,CDS
Chr2,180721551,180721721,CDS
Chr2,180715981,180716220,CDS
Chr2,180712328,180712477,CDS
Chr2,180710079,180710138,CDS
Chr2,180708239,180708325,CDS
Chr2,247505319,247505567,CDS
Chr2,247521840,247521881,CDS
Chr2,247549755,247549832,CDS
Chr2,249411085,249412146,CDS
Chr2,250359402,250359560,CDS
Chr2,250376097,250376156,CDS
Chr2,179047279,179047428,CDS
Chr2,179005459,179005572,CDS
Chr2,111865720,111865809,CDS
Chr2,111859286,111859327,CDS
Chr2,1139598,1139729,CDS
Chr2,1151867,1152079,CDS
Chr2,124782759,124782950,CDS
Chr2,124778786,124778905,CDS
Chr2,124776213,124776371,CDS
Chr2,124773948,124774049,CDS
Chr2,124773062,124773235,CDS
Chr2,124769366,124769503,CDS
Chr2,124768805,124768963,CDS
Chr2,124764897,124765076,CDS
Chr2,124764142,124764288,CDS
Chr2,124763320,124763472,CDS
Chr2,124761695,124761877,CDS
Chr2,147958323,147958499,CDS
Chr2,194824915,194824992,CDS
Chr2,194949763,194950578,CDS
Chr2,136780204,136780257,CDS
Chr2,136761072,136761125,CDS
Chr2,134945333,134945743,CDS
Chr2,251687115,251687156,CDS
Chr2,251631086,251631328,CDS
Chr2,177807096,177807200,CDS
Chr2,177919756,177919899,CDS
Chr2,192911378,192911509,CDS
Chr2,99453610,99453726,CDS
Chr2,99472862,99472963,CDS
Chr2,99476548,99476733,CDS
